molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"ligprep_1.sdf:1",1,2,0,0,0,11,2,-2,236.433,3.247,513.342,393.081,0.000,0.000,120.261,878.723,1.600,5.000,0.0120007,0.0123203,0.8642899,21.949,7.590,11.439,5.838,2.753,-0.210,-0.210,-5.180,616.169,-1.307,1635.281,-4.589,8.883,-0.403,4,-0.397,3,92.995,0.000,0.000,7.244,2,0,0,0,0,0,14,0,3.756
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,2.298,516.385,356.345,1.487,0.000,158.553,884.551,1.600,5.000,0.0059687,0.0122477,0.8629910,22.183,7.921,11.633,5.869,2.235,-0.428,-0.005,-5.201,596.483,1.073,2559.244,-4.616,9.242,-0.225,4,-0.383,3,89.710,0.000,0.000,8.121,2,0,0,0,0,0,14,0,2.138
"ligprep_1.sdf:1",1,2,0,0,0,11,2,-2,236.433,1.965,542.291,383.815,0.000,0.000,158.476,909.302,1.600,5.000,0.0042469,0.0116627,0.8370248,23.173,8.047,11.873,5.921,3.389,-0.860,-0.860,-5.621,616.169,-1.325,2648.068,-4.589,9.151,-0.212,4,-0.337,3,96.717,0.000,0.000,7.840,2,0,0,0,0,0,14,0,0.842
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,1.229,497.959,364.378,1.454,0.000,132.127,865.510,1.600,5.000,0.0017459,0.0127010,0.8820365,21.421,7.649,11.227,5.815,2.030,-0.009,-0.005,-4.893,596.920,1.009,1835.242,-4.615,8.903,-0.107,4,-0.419,3,88.517,0.000,0.000,7.179,2,0,0,0,0,0,14,0,5.619
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,2.608,535.572,376.247,0.203,0.000,159.122,898.053,1.600,5.000,0.0075739,0.0118090,0.8405213,22.723,7.953,11.774,5.907,2.315,-0.750,-0.005,-5.565,613.447,1.086,2656.989,-4.592,9.093,0.060,4,-0.363,3,90.394,0.000,0.000,8.266,2,0,0,0,0,0,14,0,1.075
"ligprep_1.sdf:1",2,2,0,0,0,11,2,2,236.433,3.446,506.468,394.176,0.036,0.000,112.256,874.329,1.600,5.000,0.0135827,0.0124876,0.8730985,21.774,7.536,11.384,5.819,2.012,-0.062,-0.005,-5.038,615.688,0.973,1476.974,-4.589,8.709,-0.200,4,-0.402,3,88.653,0.000,0.000,6.064,2,0,0,0,0,0,14,0,5.278
"ligprep_1.sdf:1",2,2,0,0,0,11,2,-2,236.433,2.200,526.131,387.823,0.000,0.000,138.308,897.041,1.600,5.000,0.0053966,0.0120209,0.8549605,22.682,7.855,11.671,5.875,3.043,-0.502,-0.502,-5.331,616.169,-1.317,2053.298,-4.589,8.901,-0.109,4,-0.357,3,94.695,0.000,0.000,6.478,2,0,0,0,0,0,14,0,1.921
"ligprep_1.sdf:1",1,2,0,0,0,11,2,-2,236.433,3.247,513.342,393.081,0.000,0.000,120.261,878.723,1.600,5.000,0.0120007,0.0123203,0.8642899,21.949,7.590,11.439,5.838,2.753,-0.210,-0.210,-5.180,616.169,-1.307,1635.281,-4.589,8.883,-0.403,4,-0.397,3,92.995,0.000,0.000,7.244,2,0,0,0,0,0,14,0,3.756
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,2.298,516.385,356.345,1.487,0.000,158.553,884.551,1.600,5.000,0.0059687,0.0122477,0.8629910,22.183,7.921,11.633,5.869,2.235,-0.428,-0.005,-5.201,596.483,1.073,2559.244,-4.616,9.242,-0.225,4,-0.383,3,89.710,0.000,0.000,8.121,2,0,0,0,0,0,14,0,2.138
"ligprep_1.sdf:1",1,2,0,0,0,11,2,-2,236.433,1.965,542.291,383.815,0.000,0.000,158.476,909.302,1.600,5.000,0.0042469,0.0116627,0.8370248,23.173,8.047,11.873,5.921,3.389,-0.860,-0.860,-5.621,616.169,-1.325,2648.068,-4.589,9.151,-0.212,4,-0.337,3,96.717,0.000,0.000,7.840,2,0,0,0,0,0,14,0,0.842
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,1.229,497.959,364.378,1.454,0.000,132.127,865.510,1.600,5.000,0.0017459,0.0127010,0.8820365,21.421,7.649,11.227,5.815,2.030,-0.009,-0.005,-4.893,596.920,1.009,1835.242,-4.615,8.903,-0.107,4,-0.419,3,88.517,0.000,0.000,7.179,2,0,0,0,0,0,14,0,5.619
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,2.608,535.572,376.247,0.203,0.000,159.122,898.053,1.600,5.000,0.0075739,0.0118090,0.8405213,22.723,7.953,11.774,5.907,2.315,-0.750,-0.005,-5.565,613.447,1.086,2656.989,-4.592,9.093,0.060,4,-0.363,3,90.394,0.000,0.000,8.266,2,0,0,0,0,0,14,0,1.075
"ligprep_1.sdf:1",2,2,0,0,0,11,2,2,236.433,3.446,506.468,394.176,0.036,0.000,112.256,874.329,1.600,5.000,0.0135827,0.0124876,0.8730985,21.774,7.536,11.384,5.819,2.012,-0.062,-0.005,-5.038,615.688,0.973,1476.974,-4.589,8.709,-0.200,4,-0.402,3,88.653,0.000,0.000,6.064,2,0,0,0,0,0,14,0,5.278
"ligprep_1.sdf:1",2,2,0,0,0,11,2,-2,236.433,2.200,526.131,387.823,0.000,0.000,138.308,897.041,1.600,5.000,0.0053966,0.0120209,0.8549605,22.682,7.855,11.671,5.875,3.043,-0.502,-0.502,-5.331,616.169,-1.317,2053.298,-4.589,8.901,-0.109,4,-0.357,3,94.695,0.000,0.000,6.478,2,0,0,0,0,0,14,0,1.921
"ligprep_1.sdf:1",1,2,0,0,0,11,2,-2,236.433,3.247,513.342,393.081,0.000,0.000,120.261,878.723,1.600,5.000,0.0120007,0.0123203,0.8642899,21.949,7.590,11.439,5.838,2.753,-0.210,-0.210,-5.180,616.169,-1.307,1635.281,-4.589,8.883,-0.403,4,-0.397,3,92.995,0.000,0.000,7.244,2,0,0,0,0,0,14,0,3.756
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,2.298,516.385,356.345,1.487,0.000,158.553,884.551,1.600,5.000,0.0059687,0.0122477,0.8629910,22.183,7.921,11.633,5.869,2.235,-0.428,-0.005,-5.201,596.483,1.073,2559.244,-4.616,9.242,-0.225,4,-0.383,3,89.710,0.000,0.000,8.121,2,0,0,0,0,0,14,0,2.138
"ligprep_1.sdf:1",1,2,0,0,0,11,2,-2,236.433,1.965,542.291,383.815,0.000,0.000,158.476,909.302,1.600,5.000,0.0042469,0.0116627,0.8370248,23.173,8.047,11.873,5.921,3.389,-0.860,-0.860,-5.621,616.169,-1.325,2648.068,-4.589,9.151,-0.212,4,-0.337,3,96.717,0.000,0.000,7.840,2,0,0,0,0,0,14,0,0.842
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,2.608,535.572,376.247,0.203,0.000,159.122,898.053,1.600,5.000,0.0075739,0.0118090,0.8405213,22.723,7.953,11.774,5.907,2.315,-0.750,-0.005,-5.565,613.447,1.086,2656.989,-4.592,9.093,0.060,4,-0.363,3,90.394,0.000,0.000,8.266,2,0,0,0,0,0,14,0,1.075
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,1.229,497.959,364.378,1.454,0.000,132.127,865.510,1.600,5.000,0.0017459,0.0127010,0.8820365,21.421,7.649,11.227,5.815,2.030,-0.009,-0.005,-4.893,596.920,1.009,1835.242,-4.615,8.903,-0.107,4,-0.419,3,88.517,0.000,0.000,7.179,2,0,0,0,0,0,14,0,5.619
"ligprep_1.sdf:1",2,2,0,0,0,11,2,-2,236.433,2.200,526.131,387.823,0.000,0.000,138.308,897.041,1.600,5.000,0.0053966,0.0120209,0.8549605,22.682,7.855,11.671,5.875,3.043,-0.502,-0.502,-5.331,616.169,-1.317,2053.298,-4.589,8.901,-0.109,4,-0.357,3,94.695,0.000,0.000,6.478,2,0,0,0,0,0,14,0,1.921
"ligprep_1.sdf:1",2,2,0,0,0,11,2,2,236.433,3.446,506.468,394.176,0.036,0.000,112.256,874.329,1.600,5.000,0.0135827,0.0124876,0.8730985,21.774,7.536,11.384,5.819,2.012,-0.062,-0.005,-5.038,615.688,0.973,1476.974,-4.589,8.709,-0.200,4,-0.402,3,88.653,0.000,0.000,6.064,2,0,0,0,0,0,14,0,5.278
"ligprep_1.sdf:1",1,2,0,0,0,11,2,-2,236.433,3.247,513.342,393.081,0.000,0.000,120.261,878.723,1.600,5.000,0.0120009,0.0123203,0.8642899,21.949,7.590,11.439,5.838,2.753,-0.210,-0.210,-5.180,616.169,-1.307,1635.281,-4.589,8.883,-0.403,4,-0.397,3,92.995,0.000,0.000,7.244,2,0,0,0,0,0,14,0,3.756
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,2.298,516.385,356.345,1.487,0.000,158.553,884.551,1.600,5.000,0.0059686,0.0122477,0.8629910,22.183,7.921,11.633,5.869,2.235,-0.428,-0.005,-5.201,596.483,1.073,2559.244,-4.616,9.242,-0.225,4,-0.383,3,89.710,0.000,0.000,8.121,2,0,0,0,0,0,14,0,2.138
"ligprep_1.sdf:1",1,2,0,0,0,11,2,-2,236.433,1.965,542.291,383.815,0.000,0.000,158.476,909.302,1.600,5.000,0.0042471,0.0116627,0.8370248,23.173,8.047,11.873,5.921,3.389,-0.860,-0.860,-5.621,616.169,-1.325,2648.068,-4.589,9.151,-0.212,4,-0.337,3,96.717,0.000,0.000,7.840,2,0,0,0,0,0,14,0,0.842
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,2.117,515.791,355.172,1.503,0.000,159.116,884.470,1.600,5.000,0.0050689,0.0122619,0.8639330,22.179,7.929,11.625,5.868,2.237,-0.420,-0.005,-5.186,596.273,1.075,2576.498,-4.616,9.082,0.047,4,-0.383,3,89.720,0.000,0.000,8.078,2,0,0,0,0,0,14,0,2.173
"ligprep_1.sdf:1",2,2,0,0,0,11,2,2,236.433,2.472,513.613,384.456,1.481,0.000,127.676,885.493,1.600,5.000,0.0069024,0.0123139,0.8682652,22.220,7.739,11.521,5.852,2.126,-0.247,-0.005,-5.116,596.560,0.998,1733.907,-4.616,8.752,-0.294,4,-0.378,3,89.074,0.000,0.000,6.964,2,0,0,0,0,0,14,0,3.240
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,1.928,538.426,379.374,0.002,0.000,159.049,907.766,1.600,5.000,0.0040957,0.0117464,0.8420830,23.112,8.055,11.868,5.912,2.376,-0.797,-0.005,-5.540,616.136,1.088,2667.144,-4.589,9.079,0.047,4,-0.337,3,90.790,0.000,0.000,7.659,2,0,0,0,0,0,14,0,0.972
"ligprep_1.sdf:1",2,2,0,0,0,11,2,-2,236.433,4.179,526.849,382.501,0.000,0.000,144.348,896.963,1.600,5.000,0.0194676,0.0120045,0.8537462,22.679,7.891,11.889,5.879,3.100,-0.540,-0.540,-5.351,616.169,-1.328,2215.849,-4.589,8.895,-0.134,4,-0.358,3,95.029,0.000,0.000,6.942,2,0,0,0,0,0,14,0,1.759
"ligprep_1.sdf:1",1,2,0,0,0,11,2,-2,236.433,3.247,513.342,393.081,0.000,0.000,120.261,878.723,1.600,5.000,0.0120009,0.0123203,0.8642899,21.949,7.590,11.439,5.838,2.753,-0.210,-0.210,-5.180,616.169,-1.307,1635.281,-4.589,8.883,-0.403,4,-0.397,3,92.995,0.000,0.000,7.244,2,0,0,0,0,0,14,0,3.756
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,2.298,516.385,356.345,1.487,0.000,158.553,884.551,1.600,5.000,0.0059686,0.0122477,0.8629910,22.183,7.921,11.633,5.869,2.235,-0.428,-0.005,-5.201,596.483,1.073,2559.244,-4.616,9.242,-0.225,4,-0.383,3,89.710,0.000,0.000,8.121,2,0,0,0,0,0,14,0,2.138
"ligprep_1.sdf:1",1,2,0,0,0,11,2,-2,236.433,1.965,542.291,383.815,0.000,0.000,158.476,909.302,1.600,5.000,0.0042471,0.0116627,0.8370248,23.173,8.047,11.873,5.921,3.389,-0.860,-0.860,-5.621,616.169,-1.325,2648.068,-4.589,9.151,-0.212,4,-0.337,3,96.717,0.000,0.000,7.840,2,0,0,0,0,0,14,0,0.842
"ligprep_1.sdf:1",2,2,0,0,0,11,2,2,236.433,2.472,513.613,384.456,1.481,0.000,127.676,885.493,1.600,5.000,0.0069024,0.0123139,0.8682652,22.220,7.739,11.521,5.852,2.126,-0.247,-0.005,-5.116,596.560,0.998,1733.907,-4.616,8.752,-0.294,4,-0.378,3,89.074,0.000,0.000,6.964,2,0,0,0,0,0,14,0,3.240
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,2.117,515.791,355.172,1.503,0.000,159.116,884.470,1.600,5.000,0.0050689,0.0122619,0.8639330,22.179,7.929,11.625,5.868,2.237,-0.420,-0.005,-5.186,596.273,1.075,2576.498,-4.616,9.082,0.047,4,-0.383,3,89.720,0.000,0.000,8.078,2,0,0,0,0,0,14,0,2.173
"ligprep_1.sdf:1",2,2,0,0,0,11,2,-2,236.433,4.179,526.849,382.501,0.000,0.000,144.348,896.963,1.600,5.000,0.0194676,0.0120045,0.8537462,22.679,7.891,11.889,5.879,3.100,-0.540,-0.540,-5.351,616.169,-1.328,2215.849,-4.589,8.895,-0.134,4,-0.358,3,95.029,0.000,0.000,6.942,2,0,0,0,0,0,14,0,1.759
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,1.928,538.426,379.374,0.002,0.000,159.049,907.766,1.600,5.000,0.0040957,0.0117464,0.8420830,23.112,8.055,11.868,5.912,2.376,-0.797,-0.005,-5.540,616.136,1.088,2667.144,-4.589,9.079,0.047,4,-0.337,3,90.790,0.000,0.000,7.659,2,0,0,0,0,0,14,0,0.972
"ligprep_1.sdf:1",1,2,0,0,0,11,2,-2,236.433,3.247,513.342,393.081,0.000,0.000,120.261,878.723,1.600,5.000,0.0120009,0.0123203,0.8642899,21.949,7.590,11.439,5.838,2.753,-0.210,-0.210,-5.180,616.169,-1.307,1635.281,-4.589,8.883,-0.403,4,-0.397,3,92.995,0.000,0.000,7.244,2,0,0,0,0,0,14,0,3.756
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,2.298,516.385,356.345,1.487,0.000,158.553,884.551,1.600,5.000,0.0059686,0.0122477,0.8629910,22.183,7.921,11.633,5.869,2.235,-0.428,-0.005,-5.201,596.483,1.073,2559.244,-4.616,9.242,-0.225,4,-0.383,3,89.710,0.000,0.000,8.121,2,0,0,0,0,0,14,0,2.138
"ligprep_1.sdf:1",1,2,0,0,0,11,2,-2,236.433,1.965,542.291,383.815,0.000,0.000,158.476,909.302,1.600,5.000,0.0042471,0.0116627,0.8370248,23.173,8.047,11.873,5.921,3.389,-0.860,-0.860,-5.621,616.169,-1.325,2648.068,-4.589,9.151,-0.212,4,-0.337,3,96.717,0.000,0.000,7.840,2,0,0,0,0,0,14,0,0.842
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,2.117,515.791,355.172,1.503,0.000,159.116,884.470,1.600,5.000,0.0050689,0.0122619,0.8639330,22.179,7.929,11.625,5.868,2.237,-0.420,-0.005,-5.186,596.273,1.075,2576.498,-4.616,9.082,0.047,4,-0.383,3,89.720,0.000,0.000,8.078,2,0,0,0,0,0,14,0,2.173
"ligprep_1.sdf:1",2,2,0,0,0,11,2,2,236.433,2.472,513.613,384.456,1.481,0.000,127.676,885.493,1.600,5.000,0.0069024,0.0123139,0.8682652,22.220,7.739,11.521,5.852,2.126,-0.247,-0.005,-5.116,596.560,0.998,1733.907,-4.616,8.752,-0.294,4,-0.378,3,89.074,0.000,0.000,6.964,2,0,0,0,0,0,14,0,3.240
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,1.928,538.426,379.374,0.002,0.000,159.049,907.766,1.600,5.000,0.0040957,0.0117464,0.8420830,23.112,8.055,11.868,5.912,2.376,-0.797,-0.005,-5.540,616.136,1.088,2667.144,-4.589,9.079,0.047,4,-0.337,3,90.790,0.000,0.000,7.659,2,0,0,0,0,0,14,0,0.972
"ligprep_1.sdf:1",2,2,0,0,0,11,2,-2,236.433,4.179,526.849,382.501,0.000,0.000,144.348,896.963,1.600,5.000,0.0194676,0.0120045,0.8537462,22.679,7.891,11.889,5.879,3.100,-0.540,-0.540,-5.351,616.169,-1.328,2215.849,-4.589,8.895,-0.134,4,-0.358,3,95.029,0.000,0.000,6.942,2,0,0,0,0,0,14,0,1.759
"ligprep_1.sdf:1",1,2,0,0,0,11,2,-2,236.433,3.247,513.342,393.081,0.000,0.000,120.261,878.723,1.600,5.000,0.0120009,0.0123203,0.8642899,21.949,7.590,11.439,5.838,2.753,-0.210,-0.210,-5.180,616.169,-1.307,1635.281,-4.589,8.883,-0.403,4,-0.397,3,92.995,0.000,0.000,7.244,2,0,0,0,0,0,14,0,3.756
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,2.298,516.385,356.345,1.487,0.000,158.553,884.551,1.600,5.000,0.0059686,0.0122477,0.8629910,22.183,7.921,11.633,5.869,2.235,-0.428,-0.005,-5.201,596.483,1.073,2559.244,-4.616,9.242,-0.225,4,-0.383,3,89.710,0.000,0.000,8.121,2,0,0,0,0,0,14,0,2.138
"ligprep_1.sdf:1",1,2,0,0,0,11,2,-2,236.433,1.965,542.291,383.815,0.000,0.000,158.476,909.302,1.600,5.000,0.0042471,0.0116627,0.8370248,23.173,8.047,11.873,5.921,3.389,-0.860,-0.860,-5.621,616.169,-1.325,2648.068,-4.589,9.151,-0.212,4,-0.337,3,96.717,0.000,0.000,7.840,2,0,0,0,0,0,14,0,0.842
"ligprep_1.sdf:1",2,2,0,0,0,11,2,2,236.433,2.472,513.613,384.456,1.481,0.000,127.676,885.493,1.600,5.000,0.0069024,0.0123139,0.8682652,22.220,7.739,11.521,5.852,2.126,-0.247,-0.005,-5.116,596.560,0.998,1733.907,-4.616,8.752,-0.294,4,-0.378,3,89.074,0.000,0.000,6.964,2,0,0,0,0,0,14,0,3.240
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,2.117,515.791,355.172,1.503,0.000,159.116,884.470,1.600,5.000,0.0050689,0.0122619,0.8639330,22.179,7.929,11.625,5.868,2.237,-0.420,-0.005,-5.186,596.273,1.075,2576.498,-4.616,9.082,0.047,4,-0.383,3,89.720,0.000,0.000,8.078,2,0,0,0,0,0,14,0,2.173
"ligprep_1.sdf:1",2,2,0,0,0,11,2,-2,236.433,4.179,526.849,382.501,0.000,0.000,144.348,896.963,1.600,5.000,0.0194676,0.0120045,0.8537462,22.679,7.891,11.889,5.879,3.100,-0.540,-0.540,-5.351,616.169,-1.328,2215.849,-4.589,8.895,-0.134,4,-0.358,3,95.029,0.000,0.000,6.942,2,0,0,0,0,0,14,0,1.759
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,1.928,538.426,379.374,0.002,0.000,159.049,907.766,1.600,5.000,0.0040957,0.0117464,0.8420830,23.112,8.055,11.868,5.912,2.376,-0.797,-0.005,-5.540,616.136,1.088,2667.144,-4.589,9.079,0.047,4,-0.337,3,90.790,0.000,0.000,7.659,2,0,0,0,0,0,14,0,0.972
"ligprep_1.sdf:1",1,2,0,0,0,11,2,-2,236.433,3.247,513.342,393.081,0.000,0.000,120.261,878.723,1.600,5.000,0.0120009,0.0123203,0.8642899,21.949,7.590,11.439,5.838,2.753,-0.210,-0.210,-5.180,616.169,-1.307,1635.281,-4.589,8.883,-0.403,4,-0.397,3,92.995,0.000,0.000,7.244,2,0,0,0,0,0,14,0,3.756
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,2.298,516.385,356.345,1.487,0.000,158.553,884.551,1.600,5.000,0.0059686,0.0122477,0.8629910,22.183,7.921,11.633,5.869,2.235,-0.428,-0.005,-5.201,596.483,1.073,2559.244,-4.616,9.242,-0.225,4,-0.383,3,89.710,0.000,0.000,8.121,2,0,0,0,0,0,14,0,2.138
"ligprep_1.sdf:1",1,2,0,0,0,11,2,-2,236.433,1.965,542.291,383.815,0.000,0.000,158.476,909.302,1.600,5.000,0.0042471,0.0116627,0.8370248,23.173,8.047,11.873,5.921,3.389,-0.860,-0.860,-5.621,616.169,-1.325,2648.068,-4.589,9.151,-0.212,4,-0.337,3,96.717,0.000,0.000,7.840,2,0,0,0,0,0,14,0,0.842
"ligprep_1.sdf:1",2,2,0,0,0,11,2,2,236.433,2.472,513.613,384.456,1.481,0.000,127.676,885.493,1.600,5.000,0.0069024,0.0123139,0.8682652,22.220,7.739,11.521,5.852,2.126,-0.247,-0.005,-5.116,596.560,0.998,1733.907,-4.616,8.752,-0.294,4,-0.378,3,89.074,0.000,0.000,6.964,2,0,0,0,0,0,14,0,3.240
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,2.117,515.791,355.172,1.503,0.000,159.116,884.470,1.600,5.000,0.0050689,0.0122619,0.8639330,22.179,7.929,11.625,5.868,2.237,-0.420,-0.005,-5.186,596.273,1.075,2576.498,-4.616,9.082,0.047,4,-0.383,3,89.720,0.000,0.000,8.078,2,0,0,0,0,0,14,0,2.173
"ligprep_1.sdf:1",2,2,0,0,0,11,2,-2,236.433,4.179,526.849,382.501,0.000,0.000,144.348,896.963,1.600,5.000,0.0194676,0.0120045,0.8537462,22.679,7.891,11.889,5.879,3.100,-0.540,-0.540,-5.351,616.169,-1.328,2215.849,-4.589,8.895,-0.134,4,-0.358,3,95.029,0.000,0.000,6.942,2,0,0,0,0,0,14,0,1.759
"ligprep_1.sdf:1",1,2,0,0,0,11,2,2,236.433,1.928,538.426,379.374,0.002,0.000,159.049,907.766,1.600,5.000,0.0040957,0.0117464,0.8420830,23.112,8.055,11.868,5.912,2.376,-0.797,-0.005,-5.540,616.136,1.088,2667.144,-4.589,9.079,0.047,4,-0.337,3,90.790,0.000,0.000,7.659,2,0,0,0,0,0,14,0,0.972
"ligprep_1.sdf:2",14,0,3,0,6,28,0,-2,713.839,7.824,1196.763,574.964,621.800,0.000,0.000,2251.537,15.250,17.950,0.0271873,0.0585721,0.6941865,65.974,28.173,55.389,49.444,-4.790,-0.744,-1.328,1.766,0.001,-9.726,0.002,-14.416,7.939,-0.548,11,-3.045,1,0.000,0.000,118.586,444.621,22,3,0,0,0,0,50,2,0.000
"ligprep_1.sdf:3",0,1,0,0,0,13,0,-2,443.987,4.106,785.889,138.662,127.849,420.656,98.721,1393.598,4.000,5.150,0.0120952,0.0131062,0.7677660,45.288,16.836,24.083,13.440,4.718,-5.211,-5.889,-8.022,151.497,-1.025,247.252,-3.208,9.062,0.430,6,0.563,3,93.596,0.000,0.000,72.359,4,0,18,0,18,0,30,0,0.002
"ligprep_1.sdf:3",0,1,0,0,0,13,0,-2,443.987,2.710,778.682,134.682,126.669,427.315,90.016,1390.498,4.000,5.150,0.0052826,0.0132275,0.7737220,45.227,16.750,23.959,13.456,4.686,-5.049,-5.889,-7.957,155.451,-1.011,227.798,-3.163,9.204,0.593,6,0.559,3,93.608,0.000,0.000,72.421,4,0,18,0,18,0,30,0,0.003
"ligprep_1.sdf:3",0,1,0,0,0,13,0,-2,443.987,4.106,785.889,138.662,127.849,420.656,98.721,1393.598,4.000,5.150,0.0120954,0.0131062,0.7677660,45.288,16.836,24.083,13.440,4.718,-5.211,-5.889,-8.022,151.497,-1.025,247.252,-3.208,9.062,0.430,6,0.563,3,93.596,0.000,0.000,72.359,4,0,18,0,18,0,30,0,0.002
"ligprep_1.sdf:3",0,1,0,0,0,13,0,-2,443.987,2.710,778.682,134.682,126.669,427.315,90.016,1390.498,4.000,5.150,0.0052824,0.0132275,0.7737220,45.227,16.750,23.959,13.456,4.686,-5.049,-5.889,-7.957,155.451,-1.011,227.798,-3.163,9.204,0.593,6,0.559,3,93.608,0.000,0.000,72.421,4,0,18,0,18,0,30,0,0.003
"ligprep_1.sdf:4",0,0,0,0,0,6,1,-2,344.154,7.734,555.151,91.399,202.298,131.855,129.599,956.926,3.000,8.200,0.0625120,0.0255837,0.8459394,29.549,11.023,19.948,14.521,1.029,-3.384,-3.632,-4.654,119.539,-1.365,255.383,-4.207,9.573,0.782,1,-0.497,3,70.152,0.000,0.000,127.178,7,0,11,0,11,0,22,0,0.009
"ligprep_1.sdf:4",0,0,0,0,0,6,1,-2,344.154,9.554,578.720,91.297,221.320,136.500,129.603,976.592,3.000,8.200,0.0934749,0.0245418,0.8225689,30.380,11.320,20.691,14.738,0.984,-3.727,-3.632,-5.054,78.909,-1.661,163.020,-4.542,9.514,0.823,1,-0.485,3,66.665,0.000,0.000,128.463,7,0,11,0,11,0,22,0,0.002
"ligprep_1.sdf:4",0,0,0,0,0,6,1,-2,344.154,7.734,555.151,91.399,202.298,131.855,129.599,956.926,3.000,8.200,0.0625117,0.0255837,0.8459394,29.549,11.023,19.948,14.521,1.029,-3.384,-3.632,-4.654,119.539,-1.365,255.383,-4.207,9.573,0.782,1,-0.497,3,70.152,0.000,0.000,127.178,7,0,11,0,11,0,22,0,0.009
"ligprep_1.sdf:4",0,0,0,0,0,6,1,-2,344.154,9.554,578.720,91.297,221.320,136.500,129.603,976.592,3.000,8.200,0.0934749,0.0245418,0.8225689,30.380,11.320,20.691,14.738,0.984,-3.727,-3.632,-5.054,78.909,-1.661,163.020,-4.542,9.514,0.823,1,-0.485,3,66.665,0.000,0.000,128.463,7,0,11,0,11,0,22,0,0.002
"ligprep_1.sdf:5",0,0,0,0,0,3,0,-2,491.505,5.134,819.293,420.952,165.504,232.837,0.000,1463.984,2.000,12.900,0.0180041,0.0222672,0.7610563,52.732,15.341,27.759,19.374,2.079,-5.923,-5.366,-6.509,266.948,-1.522,118.682,-3.461,8.356,1.036,6,-0.114,2,69.589,0.000,0.000,136.217,12,1,31,0,31,8,36,1,0.000
"ligprep_1.sdf:5",0,0,0,0,0,3,0,-2,491.505,5.183,816.841,421.096,163.807,231.938,0.000,1463.479,2.000,12.900,0.0183591,0.0223340,0.7631655,52.703,15.303,27.755,19.351,2.089,-5.883,-5.366,-6.470,277.025,-1.492,123.532,-3.433,8.324,1.005,6,-0.112,2,69.937,0.000,0.000,135.612,12,1,31,0,31,8,36,1,0.000
"ligprep_1.sdf:5",0,0,0,0,0,3,0,-2,491.505,5.134,819.293,420.952,165.504,232.837,0.000,1463.984,2.000,12.900,0.0180041,0.0222672,0.7610563,52.732,15.341,27.759,19.374,2.079,-5.923,-5.366,-6.509,266.948,-1.522,118.682,-3.461,8.356,1.036,6,-0.114,2,69.589,0.000,0.000,136.217,12,1,31,0,31,8,36,1,0.000
"ligprep_1.sdf:5",0,0,0,0,0,3,0,-2,491.505,5.183,816.841,421.096,163.807,231.938,0.000,1463.479,2.000,12.900,0.0183591,0.0223340,0.7631655,52.703,15.303,27.755,19.351,2.089,-5.883,-5.366,-6.470,277.025,-1.492,123.532,-3.433,8.324,1.005,6,-0.112,2,69.937,0.000,0.000,135.612,12,1,31,0,31,8,36,1,0.000
